,NumberOfQuizzesTaken,CourseCategory_Arts,CourseCategory_Business,CourseCategory_Programming,NumberOfVideosWatched,DeviceType,CourseCategory_Science,CourseCategory_Health,target
4569,2,0.0,0.0,0.0,17,1,0.0,1.0,1
4570,8,0.0,0.0,0.0,6,1,0.0,1.0,1
4571,9,0.0,0.0,0.0,1,0,1.0,0.0,0
4572,10,1.0,0.0,0.0,11,1,0.0,0.0,1
4573,5,1.0,0.0,0.0,10,1,0.0,0.0,1
4574,8,0.0,0.0,0.0,12,0,0.0,1.0,1
4575,1,0.0,0.0,0.0,14,0,0.0,1.0,0
4576,5,0.0,0.0,0.0,3,1,0.0,1.0,0
4577,3,0.0,0.0,0.0,16,1,0.0,1.0,0
4578,2,1.0,0.0,0.0,13,0,0.0,0.0,0
4579,3,0.0,0.0,0.0,6,1,0.0,1.0,1
4580,5,0.0,1.0,0.0,14,0,0.0,0.0,1
4581,7,0.0,0.0,0.0,3,1,1.0,0.0,0
4582,5,0.0,0.0,0.0,9,1,1.0,0.0,1
4583,9,0.0,1.0,0.0,2,0,0.0,0.0,0
4584,9,0.0,0.0,0.0,14,1,0.0,1.0,1
4585,2,0.0,0.0,0.0,2,0,0.0,1.0,0
4586,2,0.0,0.0,1.0,3,1,0.0,0.0,0
4587,2,0.0,0.0,0.0,11,0,1.0,0.0,1
4589,10,0.0,0.0,1.0,16,1,0.0,0.0,1
4590,8,0.0,1.0,0.0,11,0,0.0,0.0,0
4591,4,1.0,0.0,0.0,1,0,0.0,0.0,1
4592,5,0.0,0.0,1.0,16,0,0.0,0.0,1
4593,3,0.0,1.0,0.0,15,1,0.0,0.0,0
4594,10,0.0,0.0,0.0,19,0,0.0,1.0,1
4595,10,0.0,0.0,0.0,7,1,1.0,0.0,1
4596,0,1.0,0.0,0.0,15,1,0.0,0.0,0
4597,9,0.0,1.0,0.0,17,0,0.0,0.0,0
4598,4,0.0,0.0,0.0,2,0,1.0,0.0,0
4599,5,0.0,1.0,0.0,15,0,0.0,0.0,1
4600,9,0.0,0.0,0.0,20,1,0.0,1.0,1
4601,5,0.0,1.0,0.0,15,0,0.0,0.0,1
4603,6,0.0,0.0,0.0,0,0,1.0,0.0,0
4604,2,0.0,0.0,0.0,20,0,0.0,1.0,0
4605,2,0.0,0.0,1.0,7,1,0.0,0.0,0
4607,9,0.0,0.0,1.0,4,1,0.0,0.0,0
4608,8,0.0,1.0,0.0,17,0,0.0,0.0,1
4611,3,0.0,0.0,0.0,19,1,1.0,0.0,0
4612,4,0.0,0.0,0.0,16,0,0.0,1.0,1
4613,8,0.0,0.0,1.0,2,0,0.0,0.0,0
4615,5,0.0,0.0,0.0,7,0,0.0,1.0,1
4616,2,0.0,1.0,0.0,1,0,0.0,0.0,0
4618,2,0.0,0.0,0.0,0,0,0.0,1.0,0
4619,10,0.0,1.0,0.0,8,0,0.0,0.0,1
4620,5,0.0,1.0,0.0,4,1,0.0,0.0,0
4622,8,1.0,0.0,0.0,1,0,0.0,0.0,0
4623,4,0.0,0.0,0.0,13,0,1.0,0.0,0
4624,3,0.0,1.0,0.0,13,1,0.0,0.0,0
4625,8,0.0,0.0,0.0,3,1,0.0,1.0,1
4627,6,0.0,0.0,1.0,5,0,0.0,0.0,0
4628,7,0.0,0.0,1.0,14,1,0.0,0.0,1
4629,1,0.0,0.0,0.0,8,1,1.0,0.0,0
4631,5,1.0,0.0,0.0,1,0,0.0,0.0,0
4632,2,0.0,0.0,0.0,16,1,0.0,1.0,0
4633,8,0.0,1.0,0.0,11,0,0.0,0.0,0
4635,0,1.0,0.0,0.0,3,1,0.0,0.0,0
4636,3,0.0,0.0,1.0,11,0,0.0,0.0,0
4637,7,0.0,0.0,0.0,0,1,1.0,0.0,1
4638,1,0.0,0.0,1.0,4,1,0.0,0.0,0
4639,5,0.0,0.0,0.0,4,1,1.0,0.0,0
4640,3,1.0,0.0,0.0,14,0,0.0,0.0,0
4641,8,0.0,0.0,0.0,14,1,1.0,0.0,1
4642,5,0.0,0.0,0.0,6,0,0.0,1.0,0
4643,5,0.0,0.0,1.0,19,0,0.0,0.0,0
4644,7,0.0,0.0,0.0,11,0,0.0,1.0,1
4645,7,0.0,1.0,0.0,10,0,0.0,0.0,1
4646,6,0.0,0.0,1.0,11,0,0.0,0.0,1
4647,5,1.0,0.0,0.0,7,1,0.0,0.0,1
4648,8,0.0,1.0,0.0,11,0,0.0,0.0,1
4649,0,0.0,0.0,0.0,19,1,1.0,0.0,1
4650,4,1.0,0.0,0.0,5,1,0.0,0.0,1
4651,6,0.0,0.0,0.0,1,0,1.0,0.0,0
4652,1,1.0,0.0,0.0,4,1,0.0,0.0,0
4653,3,0.0,0.0,1.0,14,0,0.0,0.0,0
4654,3,1.0,0.0,0.0,10,0,0.0,0.0,0
4655,10,0.0,1.0,0.0,7,0,0.0,0.0,0
4656,3,0.0,0.0,0.0,14,1,1.0,0.0,0
4657,3,1.0,0.0,0.0,12,1,0.0,0.0,0
4659,1,0.0,1.0,0.0,19,1,0.0,0.0,0
4660,10,0.0,0.0,1.0,0,0,0.0,0.0,1
4661,8,0.0,0.0,0.0,4,1,1.0,0.0,1
4662,2,0.0,1.0,0.0,15,0,0.0,0.0,0
4663,6,1.0,0.0,0.0,12,1,0.0,0.0,1
4664,6,0.0,0.0,0.0,20,1,0.0,1.0,0
4665,2,0.0,0.0,1.0,5,1,0.0,0.0,0
4666,10,0.0,0.0,0.0,4,1,1.0,0.0,0
4667,6,0.0,0.0,1.0,3,1,0.0,0.0,0
4668,0,0.0,0.0,0.0,3,1,1.0,0.0,0
4669,10,0.0,1.0,0.0,2,0,0.0,0.0,1
4670,8,0.0,0.0,0.0,4,1,0.0,1.0,0
4671,5,0.0,1.0,0.0,4,1,0.0,0.0,1
4672,6,0.0,1.0,0.0,20,0,0.0,0.0,1
4673,4,0.0,1.0,0.0,20,0,0.0,0.0,1
4674,0,1.0,0.0,0.0,2,0,0.0,0.0,0
4676,10,0.0,1.0,0.0,6,1,0.0,0.0,1
4677,5,0.0,1.0,0.0,18,1,0.0,0.0,1
4678,5,0.0,0.0,1.0,11,1,0.0,0.0,1
4679,2,0.0,1.0,0.0,13,0,0.0,0.0,1
4680,3,0.0,0.0,0.0,14,0,0.0,1.0,0
4681,10,0.0,0.0,0.0,16,0,1.0,0.0,1
4682,6,1.0,0.0,0.0,19,1,0.0,0.0,1
4683,3,0.0,0.0,0.0,15,1,0.0,1.0,0
4684,0,0.0,0.0,0.0,4,0,0.0,1.0,0
4685,4,0.0,0.0,1.0,5,0,0.0,0.0,0
4686,10,0.0,0.0,0.0,15,1,0.0,1.0,0
4688,4,0.0,0.0,1.0,16,1,0.0,0.0,0
4689,6,0.0,1.0,0.0,4,0,0.0,0.0,1
4690,8,0.0,1.0,0.0,0,1,0.0,0.0,0
4691,2,0.0,0.0,1.0,5,1,0.0,0.0,1
4692,1,0.0,0.0,0.0,10,0,0.0,1.0,0
4693,3,0.0,0.0,0.0,1,0,1.0,0.0,0
4694,1,0.0,0.0,0.0,17,1,0.0,1.0,0
4695,7,0.0,0.0,0.0,4,1,0.0,1.0,0
4697,8,0.0,0.0,0.0,11,1,0.0,1.0,1
4698,10,0.0,0.0,0.0,9,1,0.0,1.0,1
4699,5,0.0,1.0,0.0,0,1,0.0,0.0,0
4700,6,1.0,0.0,0.0,13,0,0.0,0.0,1
4701,4,0.0,0.0,1.0,16,0,0.0,0.0,1
4702,10,1.0,0.0,0.0,12,1,0.0,0.0,0
4703,4,1.0,0.0,0.0,2,0,0.0,0.0,0
4705,10,0.0,0.0,0.0,12,0,0.0,1.0,1
4706,6,0.0,1.0,0.0,3,1,0.0,0.0,0
4707,3,1.0,0.0,0.0,18,0,0.0,0.0,1
4709,9,0.0,0.0,1.0,2,0,0.0,0.0,0
4710,8,0.0,0.0,0.0,12,0,0.0,1.0,0
4712,5,0.0,0.0,0.0,17,1,0.0,1.0,1
4713,4,0.0,1.0,0.0,13,1,0.0,0.0,1
4715,7,0.0,0.0,0.0,0,1,1.0,0.0,0
4716,2,0.0,0.0,0.0,11,1,0.0,1.0,0
4717,9,1.0,0.0,0.0,17,1,0.0,0.0,1
4719,3,0.0,0.0,1.0,6,0,0.0,0.0,0
4720,4,1.0,0.0,0.0,14,1,0.0,0.0,1
4723,2,0.0,1.0,0.0,13,1,0.0,0.0,0
4724,6,0.0,0.0,0.0,0,0,0.0,1.0,1
4725,4,0.0,0.0,1.0,15,1,0.0,0.0,0
4726,8,0.0,0.0,0.0,11,1,0.0,1.0,1
4727,2,0.0,0.0,0.0,19,0,1.0,0.0,0
4728,1,0.0,0.0,0.0,5,1,0.0,1.0,0
4729,10,0.0,0.0,1.0,9,1,0.0,0.0,1
4730,0,0.0,0.0,1.0,10,1,0.0,0.0,0
4732,0,0.0,0.0,0.0,8,1,1.0,0.0,0
4733,2,0.0,0.0,0.0,8,0,1.0,0.0,0
4734,6,0.0,0.0,0.0,4,1,1.0,0.0,1
4735,2,0.0,0.0,0.0,15,0,0.0,1.0,1
4736,4,1.0,0.0,0.0,7,0,0.0,0.0,1
4737,6,0.0,1.0,0.0,19,0,0.0,0.0,1
4738,6,0.0,0.0,0.0,10,1,1.0,0.0,1
4739,6,0.0,0.0,0.0,4,0,0.0,1.0,1
4741,3,0.0,0.0,0.0,18,1,0.0,1.0,1
4743,3,1.0,0.0,0.0,7,0,0.0,0.0,0
4744,10,0.0,0.0,1.0,18,1,0.0,0.0,1
4745,2,0.0,0.0,0.0,8,1,1.0,0.0,0
4746,1,0.0,0.0,0.0,13,1,1.0,0.0,1
4747,2,0.0,1.0,0.0,10,1,0.0,0.0,0
4748,7,0.0,0.0,1.0,17,1,0.0,0.0,0
4749,5,0.0,1.0,0.0,1,0,0.0,0.0,1
4750,8,0.0,0.0,1.0,12,1,0.0,0.0,1
4751,0,1.0,0.0,0.0,10,0,0.0,0.0,0
4752,0,0.0,0.0,0.0,16,1,1.0,0.0,0
4753,7,0.0,1.0,0.0,10,0,0.0,0.0,0
4754,0,0.0,0.0,1.0,10,0,0.0,0.0,1
4755,4,1.0,0.0,0.0,18,1,0.0,0.0,1
4756,8,0.0,0.0,1.0,13,1,0.0,0.0,1
4758,5,0.0,0.0,1.0,9,0,0.0,0.0,0
4759,9,1.0,0.0,0.0,7,1,0.0,0.0,1
4760,6,0.0,0.0,0.0,5,0,0.0,1.0,0
4761,9,0.0,0.0,0.0,5,1,0.0,1.0,0
4762,5,0.0,1.0,0.0,2,1,0.0,0.0,1
4763,9,0.0,0.0,0.0,7,1,0.0,1.0,1
4764,0,0.0,0.0,0.0,18,1,1.0,0.0,0
4765,5,1.0,0.0,0.0,19,1,0.0,0.0,1
4766,1,0.0,0.0,1.0,4,1,0.0,0.0,0
4767,10,0.0,0.0,0.0,17,0,1.0,0.0,1
4768,7,0.0,0.0,0.0,6,0,1.0,0.0,1
4769,3,0.0,1.0,0.0,1,0,0.0,0.0,0
4770,10,0.0,0.0,1.0,6,1,0.0,0.0,0
4771,3,0.0,0.0,1.0,7,0,0.0,0.0,1
4772,6,0.0,0.0,1.0,17,1,0.0,0.0,0
4773,1,0.0,0.0,0.0,19,1,1.0,0.0,0
4774,6,0.0,0.0,0.0,16,1,1.0,0.0,0
4775,4,0.0,0.0,1.0,11,0,0.0,0.0,1
4776,0,0.0,1.0,0.0,15,0,0.0,0.0,1
4777,10,0.0,0.0,0.0,7,0,0.0,1.0,0
4778,7,0.0,0.0,0.0,15,0,1.0,0.0,1
4780,7,0.0,0.0,0.0,3,1,0.0,1.0,0
4781,4,0.0,0.0,1.0,18,1,0.0,0.0,1
4782,3,0.0,1.0,0.0,6,1,0.0,0.0,0
4783,2,0.0,0.0,0.0,11,0,1.0,0.0,1
4784,6,1.0,0.0,0.0,8,1,0.0,0.0,0
4785,9,0.0,0.0,1.0,18,1,0.0,0.0,1
4786,4,0.0,0.0,0.0,4,1,1.0,0.0,0
4787,8,0.0,0.0,0.0,14,0,1.0,0.0,1
4788,9,0.0,1.0,0.0,5,0,0.0,0.0,0
4789,3,0.0,0.0,1.0,11,0,0.0,0.0,0
4790,8,0.0,0.0,1.0,3,0,0.0,0.0,0
4791,2,1.0,0.0,0.0,6,0,0.0,0.0,0
4793,5,0.0,0.0,1.0,14,0,0.0,0.0,1
4794,8,0.0,1.0,0.0,4,1,0.0,0.0,1
4795,8,0.0,1.0,0.0,5,0,0.0,0.0,1
4797,7,0.0,0.0,0.0,20,0,0.0,1.0,0
4798,6,1.0,0.0,0.0,9,1,0.0,0.0,1
4799,4,0.0,0.0,0.0,1,0,0.0,1.0,0
4800,6,0.0,0.0,0.0,17,1,1.0,0.0,1
4802,7,0.0,0.0,0.0,15,0,0.0,1.0,1
4803,9,0.0,0.0,1.0,13,0,0.0,0.0,1
4804,1,0.0,1.0,0.0,2,0,0.0,0.0,0
4805,6,1.0,0.0,0.0,3,0,0.0,0.0,0
4807,9,1.0,0.0,0.0,5,0,0.0,0.0,0
4808,7,0.0,0.0,0.0,7,0,0.0,1.0,1
4809,3,0.0,0.0,0.0,5,0,1.0,0.0,0
4810,10,0.0,0.0,0.0,6,0,0.0,1.0,1
4811,4,0.0,0.0,1.0,15,1,0.0,0.0,0
4812,5,0.0,0.0,1.0,2,1,0.0,0.0,1
4813,5,0.0,1.0,0.0,4,0,0.0,0.0,0
4814,1,0.0,1.0,0.0,18,0,0.0,0.0,1
4815,1,0.0,0.0,0.0,8,1,1.0,0.0,0
4816,7,0.0,0.0,0.0,6,0,1.0,0.0,0
4818,5,0.0,0.0,1.0,19,0,0.0,0.0,0
4819,2,1.0,0.0,0.0,10,0,0.0,0.0,0
4820,4,0.0,0.0,0.0,2,0,1.0,0.0,0
4821,6,0.0,0.0,0.0,13,1,0.0,1.0,0
4822,6,0.0,0.0,0.0,1,0,1.0,0.0,0
4823,1,0.0,0.0,0.0,9,1,1.0,0.0,0
4824,3,0.0,0.0,0.0,19,0,0.0,1.0,0
4825,2,1.0,0.0,0.0,5,0,0.0,0.0,0
4826,2,0.0,0.0,0.0,18,0,1.0,0.0,0
4827,4,0.0,0.0,0.0,9,1,0.0,1.0,1
4828,1,0.0,0.0,0.0,8,1,1.0,0.0,0
4829,4,0.0,0.0,1.0,11,1,0.0,0.0,1
4830,10,0.0,0.0,0.0,17,0,0.0,1.0,0
4831,10,0.0,0.0,1.0,3,0,0.0,0.0,0
4832,9,0.0,1.0,0.0,12,1,0.0,0.0,1
4833,10,0.0,0.0,0.0,6,1,0.0,1.0,1
4834,5,0.0,0.0,0.0,14,0,0.0,1.0,1
4835,5,0.0,0.0,0.0,4,1,0.0,1.0,0
4836,2,1.0,0.0,0.0,17,1,0.0,0.0,1
4838,5,0.0,0.0,0.0,7,0,1.0,0.0,0
4839,9,0.0,0.0,1.0,5,0,0.0,0.0,0
4840,10,0.0,0.0,0.0,6,1,0.0,1.0,1
4841,5,0.0,0.0,0.0,13,1,1.0,0.0,0
4842,1,0.0,0.0,0.0,6,0,0.0,1.0,0
4843,6,1.0,0.0,0.0,4,0,0.0,0.0,0
4844,4,0.0,0.0,1.0,12,0,0.0,0.0,1
4846,6,0.0,1.0,0.0,18,0,0.0,0.0,1
4847,8,0.0,0.0,0.0,13,0,1.0,0.0,0
4848,7,0.0,0.0,1.0,15,0,0.0,0.0,1
4849,2,0.0,0.0,0.0,11,1,0.0,1.0,0
4850,4,0.0,1.0,0.0,12,1,0.0,0.0,1
4851,3,0.0,0.0,0.0,20,0,0.0,1.0,0
4852,5,0.0,0.0,0.0,17,1,0.0,1.0,0
4853,9,0.0,1.0,0.0,18,0,0.0,0.0,0
4854,0,0.0,0.0,0.0,1,0,1.0,0.0,0
4856,9,0.0,0.0,0.0,5,0,0.0,1.0,0
4857,0,0.0,1.0,0.0,16,0,0.0,0.0,1
4858,3,0.0,1.0,0.0,4,0,0.0,0.0,0
4859,8,0.0,1.0,0.0,7,0,0.0,0.0,1
4860,3,1.0,0.0,0.0,19,1,0.0,0.0,1
4861,1,0.0,0.0,0.0,15,0,0.0,1.0,0
4862,0,0.0,0.0,0.0,1,1,0.0,1.0,0
4863,2,1.0,0.0,0.0,13,1,0.0,0.0,0
4864,4,0.0,0.0,0.0,4,0,1.0,0.0,0
4865,1,0.0,1.0,0.0,20,1,0.0,0.0,0
4866,3,0.0,0.0,1.0,17,0,0.0,0.0,0
4867,4,1.0,0.0,0.0,14,0,0.0,0.0,0
4868,5,0.0,0.0,1.0,15,0,0.0,0.0,1
4869,6,0.0,0.0,1.0,5,0,0.0,0.0,0
4870,6,0.0,0.0,1.0,15,0,0.0,0.0,1
4871,7,0.0,0.0,0.0,3,0,1.0,0.0,0
4872,2,0.0,0.0,0.0,2,0,1.0,0.0,0
4873,0,0.0,0.0,0.0,16,0,0.0,1.0,0
4874,10,0.0,1.0,0.0,0,0,0.0,0.0,0
4875,2,0.0,0.0,1.0,12,1,0.0,0.0,0
4876,8,0.0,0.0,0.0,18,0,1.0,0.0,1
4877,5,0.0,0.0,1.0,0,1,0.0,0.0,0
4878,9,1.0,0.0,0.0,19,0,0.0,0.0,1
4879,5,1.0,0.0,0.0,3,0,0.0,0.0,0
4880,3,0.0,1.0,0.0,0,0,0.0,0.0,0
4881,1,0.0,0.0,1.0,20,1,0.0,0.0,0
4883,5,0.0,0.0,0.0,6,1,1.0,0.0,1
4884,3,0.0,0.0,1.0,2,1,0.0,0.0,0
4885,3,0.0,0.0,0.0,6,1,0.0,1.0,0
4886,1,0.0,0.0,1.0,6,0,0.0,0.0,0
4887,10,0.0,0.0,0.0,2,0,0.0,1.0,0
4888,1,0.0,0.0,1.0,18,1,0.0,0.0,0
4889,0,0.0,0.0,0.0,9,0,0.0,1.0,1
4890,4,0.0,1.0,0.0,8,1,0.0,0.0,0
4891,5,0.0,1.0,0.0,15,1,0.0,0.0,1
4893,5,0.0,1.0,0.0,19,0,0.0,0.0,0
4894,10,0.0,0.0,1.0,1,0,0.0,0.0,0
4895,2,0.0,0.0,1.0,19,0,0.0,0.0,0
4896,6,0.0,0.0,1.0,7,0,0.0,0.0,1
4897,8,1.0,0.0,0.0,10,1,0.0,0.0,1
4898,9,0.0,0.0,1.0,2,1,0.0,0.0,1
4899,4,0.0,0.0,1.0,11,1,0.0,0.0,1
4900,6,0.0,0.0,0.0,20,0,0.0,1.0,1
4901,10,0.0,0.0,0.0,5,0,0.0,1.0,0
4902,4,0.0,0.0,0.0,11,1,0.0,1.0,1
4903,10,1.0,0.0,0.0,3,1,0.0,0.0,0
4904,0,1.0,0.0,0.0,15,1,0.0,0.0,0
4905,1,1.0,0.0,0.0,12,0,0.0,0.0,0
4906,4,0.0,0.0,1.0,17,0,0.0,0.0,0
4907,9,1.0,0.0,0.0,10,1,0.0,0.0,0
4908,0,0.0,0.0,0.0,13,0,0.0,1.0,1
4909,4,0.0,0.0,1.0,6,0,0.0,0.0,0
4910,1,0.0,1.0,0.0,9,0,0.0,0.0,1
4911,3,0.0,0.0,0.0,20,0,1.0,0.0,1
4912,3,1.0,0.0,0.0,16,1,0.0,0.0,1
4914,3,0.0,0.0,1.0,16,0,0.0,0.0,0
4915,0,0.0,1.0,0.0,3,1,0.0,0.0,0
4916,6,0.0,0.0,0.0,12,1,0.0,1.0,1
4917,10,0.0,0.0,0.0,3,0,1.0,0.0,0
4918,3,0.0,0.0,0.0,20,0,1.0,0.0,0
4919,2,0.0,0.0,0.0,8,0,0.0,1.0,1
4920,5,0.0,0.0,0.0,11,1,0.0,1.0,1
4921,8,0.0,0.0,0.0,4,1,1.0,0.0,0
4922,8,0.0,0.0,0.0,2,0,1.0,0.0,0
4923,3,0.0,0.0,0.0,13,0,1.0,0.0,0
4924,5,0.0,1.0,0.0,1,0,0.0,0.0,0
4925,6,1.0,0.0,0.0,15,0,0.0,0.0,0
4926,1,0.0,0.0,1.0,13,1,0.0,0.0,0
4927,10,0.0,0.0,0.0,10,0,0.0,1.0,0
4928,10,0.0,1.0,0.0,0,0,0.0,0.0,0
4929,8,0.0,0.0,1.0,20,0,0.0,0.0,1
4930,1,1.0,0.0,0.0,11,1,0.0,0.0,0
4931,4,0.0,1.0,0.0,17,1,0.0,0.0,1
4932,8,1.0,0.0,0.0,15,0,0.0,0.0,1
4933,8,0.0,0.0,0.0,6,0,0.0,1.0,1
4934,4,0.0,0.0,1.0,13,0,0.0,0.0,1
4936,2,1.0,0.0,0.0,13,0,0.0,0.0,0
4937,3,0.0,0.0,0.0,4,0,1.0,0.0,0
4938,6,0.0,0.0,0.0,11,1,0.0,1.0,0
4939,3,0.0,0.0,1.0,10,0,0.0,0.0,0
4940,2,1.0,0.0,0.0,8,1,0.0,0.0,1
4941,7,0.0,1.0,0.0,8,0,0.0,0.0,0
4942,4,1.0,0.0,0.0,5,1,0.0,0.0,0
4943,1,1.0,0.0,0.0,7,0,0.0,0.0,0
4944,5,0.0,0.0,1.0,11,1,0.0,0.0,1
4945,9,1.0,0.0,0.0,5,1,0.0,0.0,1
4946,3,0.0,0.0,0.0,17,0,0.0,1.0,0
4947,7,1.0,0.0,0.0,0,0,0.0,0.0,0
4949,5,0.0,0.0,0.0,15,1,0.0,1.0,1
4950,8,1.0,0.0,0.0,20,1,0.0,0.0,0
4951,2,1.0,0.0,0.0,14,1,0.0,0.0,1
4952,3,0.0,1.0,0.0,6,1,0.0,0.0,0
4953,10,0.0,0.0,0.0,2,1,0.0,1.0,0
4954,4,1.0,0.0,0.0,14,1,0.0,0.0,1
4955,7,0.0,0.0,0.0,19,0,1.0,0.0,1
4956,2,0.0,1.0,0.0,14,1,0.0,0.0,0
4957,8,0.0,0.0,1.0,9,0,0.0,0.0,0
4959,4,0.0,0.0,0.0,18,0,0.0,1.0,1
4960,2,1.0,0.0,0.0,0,0,0.0,0.0,0
4961,0,0.0,1.0,0.0,1,0,0.0,0.0,0
4962,1,0.0,1.0,0.0,9,1,0.0,0.0,0
4963,6,0.0,0.0,0.0,18,1,1.0,0.0,0
4964,3,0.0,1.0,0.0,17,1,0.0,0.0,0
4965,10,0.0,0.0,1.0,18,0,0.0,0.0,0
4966,0,0.0,1.0,0.0,14,1,0.0,0.0,0
4967,0,0.0,0.0,0.0,8,1,1.0,0.0,1
4969,2,0.0,0.0,1.0,1,0,0.0,0.0,0
4970,6,0.0,0.0,0.0,3,0,0.0,1.0,0
4971,10,0.0,0.0,1.0,9,0,0.0,0.0,1
4972,5,0.0,0.0,1.0,8,1,0.0,0.0,1
4973,3,0.0,0.0,0.0,4,0,1.0,0.0,0
4975,1,0.0,1.0,0.0,11,0,0.0,0.0,1
4976,7,1.0,0.0,0.0,9,0,0.0,0.0,0
4977,10,0.0,0.0,1.0,5,0,0.0,0.0,0
4978,4,1.0,0.0,0.0,0,0,0.0,0.0,1
4979,3,0.0,0.0,1.0,1,1,0.0,0.0,0
4980,7,0.0,0.0,1.0,16,1,0.0,0.0,0
4983,4,0.0,0.0,0.0,18,0,1.0,0.0,1
4984,0,0.0,1.0,0.0,19,0,0.0,0.0,0
4985,4,0.0,0.0,0.0,10,0,0.0,1.0,1
4986,3,0.0,0.0,0.0,18,0,0.0,1.0,1
4987,7,1.0,0.0,0.0,13,1,0.0,0.0,0
4988,4,0.0,0.0,0.0,19,0,1.0,0.0,1
4989,6,0.0,0.0,1.0,9,0,0.0,0.0,1
4990,1,1.0,0.0,0.0,8,1,0.0,0.0,1
4991,9,1.0,0.0,0.0,15,1,0.0,0.0,0
4992,6,1.0,0.0,0.0,2,0,0.0,0.0,0
4993,10,0.0,0.0,0.0,6,0,1.0,0.0,1
4994,7,0.0,0.0,0.0,19,0,1.0,0.0,1
4995,0,1.0,0.0,0.0,12,1,0.0,0.0,0
4996,0,1.0,0.0,0.0,16,0,0.0,0.0,1
4998,7,0.0,0.0,0.0,5,0,0.0,1.0,0
4999,1,1.0,0.0,0.0,19,1,0.0,0.0,0
5000,4,0.0,0.0,0.0,1,1,0.0,1.0,0
5001,8,0.0,0.0,1.0,4,0,0.0,0.0,0
5002,8,0.0,0.0,0.0,11,0,1.0,0.0,1
5003,10,0.0,0.0,0.0,4,1,1.0,0.0,0
5004,10,0.0,0.0,1.0,9,1,0.0,0.0,1
5005,3,0.0,0.0,0.0,10,1,0.0,1.0,1
5007,9,1.0,0.0,0.0,0,0,0.0,0.0,1
5008,6,0.0,0.0,0.0,9,0,0.0,1.0,1
5009,5,0.0,0.0,0.0,9,1,0.0,1.0,1
5010,4,0.0,0.0,0.0,2,0,0.0,1.0,1
5011,0,0.0,0.0,1.0,18,1,0.0,0.0,0
5012,4,0.0,0.0,0.0,10,0,1.0,0.0,0
5013,2,0.0,0.0,1.0,4,1,0.0,0.0,0
5014,1,0.0,1.0,0.0,8,1,0.0,0.0,0
5015,8,0.0,0.0,0.0,18,0,1.0,0.0,0
5016,6,0.0,0.0,1.0,7,1,0.0,0.0,1
5017,4,0.0,0.0,1.0,0,0,0.0,0.0,0
5018,3,1.0,0.0,0.0,20,1,0.0,0.0,0
5019,9,1.0,0.0,0.0,0,1,0.0,0.0,0
5020,4,0.0,1.0,0.0,20,1,0.0,0.0,1
5021,5,0.0,1.0,0.0,16,1,0.0,0.0,1
5023,5,0.0,0.0,1.0,9,0,0.0,0.0,1
5024,4,0.0,0.0,0.0,6,0,0.0,1.0,1
5025,9,0.0,1.0,0.0,19,1,0.0,0.0,1
5026,9,0.0,0.0,1.0,14,1,0.0,0.0,1
5027,2,0.0,0.0,1.0,14,0,0.0,0.0,0
5028,8,1.0,0.0,0.0,14,0,0.0,0.0,1
5029,7,0.0,0.0,1.0,20,1,0.0,0.0,1
5030,0,0.0,0.0,0.0,5,0,0.0,1.0,0
5031,8,0.0,0.0,1.0,13,1,0.0,0.0,0
5032,9,0.0,0.0,0.0,18,1,1.0,0.0,1
5033,6,0.0,1.0,0.0,14,0,0.0,0.0,0
5034,5,1.0,0.0,0.0,19,1,0.0,0.0,0
5035,8,0.0,0.0,1.0,5,0,0.0,0.0,0
5036,0,1.0,0.0,0.0,14,1,0.0,0.0,0
5037,4,1.0,0.0,0.0,20,0,0.0,0.0,0
5038,9,0.0,0.0,0.0,12,0,0.0,1.0,1
5039,10,0.0,0.0,0.0,4,1,0.0,1.0,0
5042,2,0.0,0.0,0.0,12,0,0.0,1.0,0
5043,5,0.0,0.0,1.0,7,1,0.0,0.0,1
5044,7,0.0,0.0,1.0,13,1,0.0,0.0,0
5045,4,0.0,0.0,0.0,12,1,0.0,1.0,0
5046,9,0.0,0.0,0.0,12,0,1.0,0.0,1
5047,8,0.0,0.0,0.0,20,0,0.0,1.0,1
5048,3,0.0,0.0,1.0,0,0,0.0,0.0,0
5049,7,0.0,0.0,1.0,4,1,0.0,0.0,0
5050,10,0.0,0.0,1.0,17,0,0.0,0.0,1
5051,9,1.0,0.0,0.0,4,1,0.0,0.0,0
5052,8,0.0,0.0,0.0,11,0,0.0,1.0,1
5053,2,0.0,0.0,0.0,17,0,1.0,0.0,0
5055,9,1.0,0.0,0.0,9,1,0.0,0.0,1
5056,8,0.0,0.0,1.0,11,0,0.0,0.0,1
5057,10,1.0,0.0,0.0,6,0,0.0,0.0,1
5058,9,0.0,1.0,0.0,11,1,0.0,0.0,1
5059,4,0.0,1.0,0.0,12,1,0.0,0.0,0
5060,3,0.0,0.0,1.0,3,0,0.0,0.0,0
5061,10,0.0,0.0,1.0,0,1,0.0,0.0,0
5062,3,0.0,0.0,0.0,16,1,0.0,1.0,0
5063,8,0.0,0.0,1.0,1,1,0.0,0.0,0
5064,8,0.0,0.0,0.0,17,0,0.0,1.0,0
5065,3,0.0,0.0,1.0,8,0,0.0,0.0,0
5066,5,0.0,1.0,0.0,17,1,0.0,0.0,1
5068,2,0.0,0.0,0.0,3,1,0.0,1.0,0
