Extracurricular Activities_Yes,Previous Scores,Hours Studied,Sample Question Papers Practiced,Sleep Hours,Extracurricular Activities_No,target
1.0,64,9,8,4,0.0,57.0
0.0,55,6,7,9,1.0,45.0
0.0,44,8,3,4,1.0,37.0
1.0,58,1,4,9,0.0,33.0
1.0,43,5,1,6,0.0,28.0
0.0,45,1,0,5,1.0,16.0
0.0,78,1,3,8,1.0,54.0
0.0,95,9,0,8,1.0,94.0
0.0,94,2,5,9,1.0,74.0
1.0,78,9,7,7,0.0,76.0
1.0,48,1,9,7,0.0,19.0
0.0,84,9,3,9,1.0,83.0
1.0,91,4,9,8,0.0,73.0
0.0,53,9,7,9,1.0,52.0
1.0,87,7,9,7,0.0,81.0
1.0,94,6,2,9,0.0,84.0
1.0,48,5,6,8,0.0,35.0
0.0,54,9,2,6,1.0,53.0
0.0,76,2,5,4,1.0,55.0
0.0,89,2,3,8,1.0,66.0
1.0,92,9,5,9,0.0,87.0
0.0,59,3,6,8,1.0,43.0
0.0,47,8,7,8,1.0,39.0
0.0,71,9,5,7,1.0,68.0
0.0,86,8,3,9,1.0,81.0
1.0,60,4,8,7,0.0,45.0
0.0,96,1,6,9,1.0,75.0
0.0,80,4,8,7,1.0,64.0
1.0,58,9,2,7,0.0,54.0
0.0,68,2,4,6,1.0,45.0
1.0,97,3,0,8,0.0,75.0
1.0,70,8,7,6,0.0,64.0
1.0,93,6,0,7,0.0,81.0
0.0,45,8,0,6,1.0,39.0
1.0,43,7,6,8,0.0,38.0
1.0,82,5,7,8,0.0,72.0
1.0,68,9,2,7,0.0,67.0
0.0,81,4,1,8,1.0,66.0
1.0,40,2,9,5,0.0,17.0
1.0,83,2,4,8,0.0,59.0
0.0,94,2,0,6,1.0,70.0
1.0,54,7,1,6,0.0,41.0
0.0,60,2,5,8,1.0,38.0
0.0,85,9,0,5,1.0,81.0
0.0,97,7,7,7,1.0,88.0
1.0,70,3,1,7,0.0,46.0
1.0,56,7,7,8,0.0,48.0
1.0,95,5,4,4,0.0,81.0
0.0,58,6,7,9,1.0,49.0
1.0,78,8,5,5,0.0,72.0
0.0,99,9,6,6,1.0,96.0
1.0,69,3,2,6,0.0,48.0
1.0,74,7,4,9,0.0,69.0
0.0,97,6,9,7,1.0,85.0
0.0,96,7,6,9,1.0,85.0
0.0,68,8,8,8,1.0,64.0
0.0,89,6,5,5,1.0,79.0
1.0,91,3,9,7,0.0,74.0
1.0,93,2,0,9,0.0,69.0
1.0,53,7,7,5,0.0,44.0
1.0,74,1,5,8,0.0,50.0
1.0,67,3,0,6,0.0,48.0
0.0,97,4,3,4,1.0,77.0
0.0,69,1,5,5,1.0,46.0
1.0,65,5,9,6,0.0,51.0
1.0,46,3,0,5,0.0,23.0
1.0,78,2,9,5,0.0,56.0
1.0,70,3,4,5,0.0,47.0
0.0,44,8,2,8,1.0,42.0
1.0,74,6,6,7,0.0,64.0
1.0,89,7,7,5,0.0,80.0
1.0,86,6,2,8,0.0,73.0
1.0,91,6,9,4,0.0,80.0
0.0,53,3,2,7,1.0,34.0
1.0,75,8,2,8,0.0,69.0
0.0,66,7,5,4,1.0,54.0
0.0,63,7,5,7,1.0,56.0
1.0,79,6,2,8,0.0,66.0
1.0,68,5,5,4,0.0,53.0
1.0,92,8,8,8,0.0,89.0
1.0,61,9,6,5,0.0,59.0
0.0,47,9,6,5,1.0,41.0
0.0,54,1,7,7,1.0,28.0
0.0,88,6,6,4,1.0,75.0
0.0,44,7,2,5,1.0,34.0
0.0,91,3,7,7,1.0,68.0
1.0,43,7,7,6,0.0,32.0
1.0,50,7,0,5,0.0,44.0
0.0,57,2,9,5,1.0,35.0
1.0,81,7,4,9,0.0,74.0
1.0,88,1,4,8,0.0,64.0
0.0,69,5,0,6,1.0,57.0
0.0,54,9,5,4,1.0,46.0
0.0,45,7,5,7,1.0,36.0
1.0,94,7,3,6,0.0,85.0
0.0,92,2,5,4,1.0,71.0
0.0,55,8,5,5,1.0,49.0
1.0,86,3,0,9,0.0,71.0
1.0,79,8,4,7,0.0,76.0
0.0,48,3,1,7,1.0,26.0
1.0,82,7,6,6,0.0,74.0
0.0,98,2,8,8,1.0,78.0
1.0,73,4,8,4,0.0,59.0
0.0,66,6,8,9,1.0,55.0
1.0,75,5,6,6,0.0,57.0
1.0,66,9,0,8,0.0,63.0
0.0,48,5,5,8,1.0,37.0
0.0,90,1,7,7,1.0,67.0
1.0,70,4,3,4,0.0,51.0
1.0,42,5,0,6,0.0,26.0
0.0,69,6,5,5,1.0,56.0
1.0,60,5,9,6,0.0,48.0
0.0,74,1,0,4,1.0,52.0
0.0,45,9,4,7,1.0,42.0
0.0,67,2,4,6,1.0,41.0
0.0,71,9,2,5,1.0,64.0
0.0,81,2,4,9,1.0,57.0
1.0,76,9,5,6,0.0,72.0
1.0,64,6,4,8,0.0,52.0
1.0,71,9,0,5,0.0,67.0
1.0,74,6,6,8,0.0,61.0
1.0,61,6,2,7,0.0,51.0
1.0,63,2,6,4,0.0,42.0
1.0,93,3,2,6,0.0,74.0
0.0,69,7,5,8,1.0,62.0
0.0,89,5,0,8,1.0,76.0
0.0,71,3,5,4,1.0,50.0
0.0,70,1,3,6,1.0,42.0
0.0,62,8,3,4,1.0,55.0
1.0,79,3,4,8,0.0,60.0
1.0,72,2,8,9,0.0,52.0
1.0,64,1,0,8,0.0,36.0
0.0,75,4,2,5,1.0,53.0
1.0,63,8,3,8,0.0,54.0
1.0,70,3,1,8,0.0,47.0
0.0,97,1,8,9,1.0,70.0
0.0,78,4,6,4,1.0,62.0
1.0,85,9,0,5,0.0,82.0
0.0,52,1,8,5,1.0,26.0
0.0,49,2,5,6,1.0,25.0
0.0,62,9,1,9,1.0,55.0
1.0,57,2,0,7,0.0,34.0
0.0,71,3,5,6,1.0,51.0
0.0,72,7,6,6,1.0,63.0
0.0,75,3,9,6,1.0,54.0
0.0,67,9,5,5,1.0,62.0
0.0,55,6,6,4,1.0,43.0
1.0,55,3,5,8,0.0,34.0
0.0,47,1,1,8,1.0,24.0
0.0,81,3,8,8,1.0,65.0
1.0,55,1,8,7,0.0,31.0
1.0,94,2,8,6,0.0,72.0
0.0,95,8,6,7,1.0,90.0
0.0,50,7,8,6,1.0,43.0
1.0,45,2,0,5,0.0,23.0
0.0,40,2,2,8,1.0,18.0
0.0,51,9,1,7,1.0,44.0
1.0,96,6,0,9,0.0,84.0
1.0,77,5,4,5,0.0,62.0
1.0,67,6,0,5,0.0,56.0
1.0,84,9,2,9,0.0,87.0
0.0,97,7,5,6,1.0,89.0
0.0,56,9,5,8,1.0,55.0
0.0,40,4,2,6,1.0,18.0
0.0,71,2,3,6,1.0,46.0
1.0,47,8,6,5,0.0,42.0
1.0,93,4,5,6,0.0,72.0
0.0,79,9,1,4,1.0,75.0
0.0,95,4,8,9,1.0,79.0
0.0,82,8,5,9,1.0,78.0
1.0,63,9,6,9,0.0,63.0
1.0,49,4,9,6,0.0,35.0
0.0,86,1,9,6,1.0,63.0
0.0,78,3,3,7,1.0,59.0
0.0,78,9,0,8,1.0,76.0
1.0,49,4,9,8,0.0,33.0
0.0,75,5,8,9,1.0,62.0
1.0,64,7,9,6,0.0,58.0
0.0,99,5,7,4,1.0,82.0
0.0,89,4,4,7,1.0,73.0
1.0,98,2,2,4,0.0,75.0
1.0,96,2,3,6,0.0,71.0
0.0,49,4,2,8,1.0,30.0
1.0,58,9,9,8,0.0,58.0
1.0,85,8,7,4,0.0,80.0
1.0,84,3,4,5,0.0,65.0
1.0,55,5,0,8,0.0,44.0
0.0,41,3,8,9,1.0,23.0
0.0,68,5,9,5,1.0,56.0
0.0,92,8,0,9,1.0,89.0
1.0,89,5,2,8,0.0,75.0
1.0,70,9,6,4,0.0,64.0
0.0,56,4,9,6,1.0,40.0
0.0,49,7,3,5,1.0,37.0
1.0,66,2,6,5,0.0,42.0
0.0,92,6,2,8,1.0,78.0
0.0,80,8,5,9,1.0,72.0
0.0,99,7,6,6,1.0,89.0
0.0,83,8,4,4,1.0,77.0
0.0,70,7,5,9,1.0,62.0
0.0,60,5,2,4,1.0,46.0
1.0,99,7,3,4,0.0,94.0
0.0,98,3,5,6,1.0,80.0
0.0,97,5,2,8,1.0,83.0
0.0,80,7,6,9,1.0,74.0
0.0,85,9,2,9,1.0,85.0
0.0,84,2,8,6,1.0,61.0
0.0,99,4,3,9,1.0,85.0
1.0,65,7,1,5,0.0,58.0
0.0,90,2,8,7,1.0,69.0
1.0,75,9,9,7,0.0,78.0
1.0,91,7,9,4,0.0,82.0
0.0,56,7,1,9,1.0,47.0
0.0,90,6,3,6,1.0,79.0
0.0,42,3,4,9,1.0,21.0
1.0,53,3,8,6,0.0,33.0
1.0,88,2,6,9,0.0,65.0
0.0,52,6,4,4,1.0,35.0
1.0,66,5,8,7,0.0,50.0
1.0,40,3,3,7,0.0,18.0
1.0,96,6,1,9,0.0,88.0
1.0,56,3,4,4,0.0,35.0
0.0,87,8,6,7,1.0,82.0
1.0,89,9,3,9,0.0,87.0
1.0,73,4,0,8,0.0,59.0
1.0,93,7,4,6,0.0,86.0
0.0,94,3,9,7,1.0,70.0
1.0,98,7,1,7,0.0,90.0
0.0,56,1,2,8,1.0,28.0
1.0,42,3,9,5,0.0,21.0
0.0,79,4,4,5,1.0,61.0
1.0,64,7,3,9,0.0,54.0
0.0,41,3,8,8,1.0,20.0
0.0,73,1,8,5,1.0,49.0
1.0,65,9,7,4,0.0,65.0
0.0,70,6,1,8,1.0,61.0
0.0,48,8,4,9,1.0,40.0
1.0,69,3,7,6,0.0,49.0
1.0,59,8,7,6,0.0,52.0
0.0,60,2,6,6,1.0,38.0
0.0,68,4,3,9,1.0,51.0
0.0,64,1,7,8,1.0,42.0
0.0,77,7,7,8,1.0,68.0
1.0,97,2,9,5,0.0,77.0
0.0,83,4,4,8,1.0,65.0
1.0,64,9,2,8,0.0,63.0
1.0,48,6,4,5,0.0,35.0
1.0,83,2,7,8,0.0,64.0
0.0,65,7,1,4,1.0,53.0
0.0,96,6,7,9,1.0,87.0
0.0,76,9,9,5,1.0,71.0
1.0,55,7,5,4,0.0,43.0
1.0,76,1,3,7,0.0,54.0
0.0,51,8,2,5,1.0,44.0
1.0,63,3,9,9,0.0,45.0
0.0,65,2,4,8,1.0,42.0
1.0,59,3,5,8,0.0,38.0
1.0,48,6,0,4,0.0,36.0
1.0,62,3,0,4,0.0,43.0
1.0,78,5,9,7,0.0,67.0
1.0,68,6,2,7,0.0,58.0
1.0,70,8,1,9,0.0,64.0
1.0,58,7,0,8,0.0,51.0
0.0,59,8,7,6,1.0,57.0
0.0,62,3,0,7,1.0,40.0
1.0,82,4,9,8,0.0,68.0
1.0,66,6,7,7,0.0,58.0
0.0,69,7,4,5,1.0,63.0
1.0,60,9,3,4,0.0,56.0
0.0,83,1,7,8,1.0,60.0
0.0,74,8,7,7,1.0,68.0
0.0,88,8,7,4,1.0,82.0
0.0,61,4,7,7,1.0,47.0
1.0,49,3,0,8,0.0,32.0
1.0,62,3,3,5,0.0,39.0
0.0,54,6,4,4,1.0,41.0
0.0,73,7,4,5,1.0,63.0
1.0,52,1,4,8,0.0,27.0
1.0,99,6,4,9,0.0,88.0
1.0,43,7,8,6,0.0,35.0
1.0,57,7,9,9,0.0,48.0
1.0,95,9,9,5,0.0,95.0
1.0,62,5,2,6,0.0,48.0
1.0,72,1,1,8,0.0,45.0
1.0,73,2,9,7,0.0,49.0
0.0,73,4,1,7,1.0,57.0
0.0,75,5,7,9,1.0,61.0
1.0,74,9,4,8,0.0,75.0
1.0,56,1,4,6,0.0,26.0
1.0,67,3,5,9,0.0,47.0
0.0,53,5,8,5,1.0,37.0
1.0,87,4,4,8,0.0,73.0
0.0,50,3,4,8,1.0,30.0
0.0,96,4,9,7,1.0,80.0
1.0,72,8,8,7,0.0,66.0
0.0,96,4,1,6,1.0,77.0
1.0,94,7,6,6,0.0,86.0
0.0,41,2,9,4,1.0,13.0
1.0,73,2,0,8,0.0,52.0
1.0,92,6,3,5,0.0,80.0
1.0,68,2,1,5,0.0,44.0
0.0,76,6,9,7,1.0,68.0
1.0,43,2,8,9,0.0,23.0
1.0,51,4,5,9,0.0,36.0
1.0,65,7,3,7,0.0,58.0
0.0,97,8,2,9,1.0,91.0
1.0,67,3,3,5,0.0,48.0
1.0,42,9,1,7,0.0,40.0
1.0,59,2,4,9,0.0,33.0
1.0,49,8,8,4,0.0,46.0
0.0,91,8,5,8,1.0,87.0
1.0,57,4,1,4,0.0,39.0
0.0,92,1,5,9,1.0,70.0
0.0,92,1,8,6,1.0,67.0
1.0,92,2,3,5,0.0,68.0
0.0,66,9,0,4,1.0,61.0
0.0,70,2,1,4,1.0,51.0
0.0,66,2,4,7,1.0,43.0
1.0,81,6,9,7,0.0,70.0
0.0,40,7,6,7,1.0,34.0
0.0,45,7,7,9,1.0,33.0
1.0,50,9,2,6,0.0,46.0
1.0,73,6,8,4,0.0,60.0
0.0,78,8,1,8,1.0,73.0
0.0,59,6,3,7,1.0,47.0
0.0,92,2,3,6,1.0,67.0
1.0,60,1,5,9,0.0,37.0
0.0,60,5,9,6,1.0,44.0
1.0,57,9,5,7,0.0,55.0
0.0,58,4,8,4,1.0,42.0
1.0,43,5,4,7,0.0,28.0
0.0,52,5,1,8,1.0,31.0
1.0,57,6,5,4,0.0,42.0
0.0,91,3,2,6,1.0,71.0
1.0,68,5,7,8,0.0,54.0
1.0,64,2,2,4,0.0,42.0
0.0,95,1,4,8,1.0,68.0
1.0,52,1,3,6,0.0,27.0
0.0,66,7,3,7,1.0,59.0
1.0,99,2,1,8,0.0,77.0
1.0,58,4,7,7,0.0,43.0
1.0,88,5,2,6,0.0,73.0
0.0,40,7,3,6,1.0,31.0
1.0,77,2,5,8,0.0,55.0
1.0,58,6,8,8,0.0,49.0
1.0,91,1,3,6,0.0,65.0
0.0,40,7,2,8,1.0,30.0
0.0,79,9,4,8,1.0,75.0
1.0,56,5,8,8,0.0,43.0
1.0,60,5,0,9,0.0,49.0
0.0,61,4,4,8,1.0,44.0
1.0,54,3,3,4,0.0,35.0
1.0,89,9,4,6,0.0,88.0
1.0,78,5,6,6,0.0,65.0
1.0,78,9,6,7,0.0,76.0
1.0,71,5,0,5,0.0,54.0
0.0,88,9,8,8,1.0,90.0
1.0,43,2,6,8,0.0,23.0
1.0,83,9,3,4,0.0,79.0
0.0,84,4,3,4,1.0,65.0
0.0,71,6,1,4,1.0,59.0
0.0,43,6,5,4,1.0,28.0
0.0,92,6,9,4,1.0,79.0
1.0,40,2,2,4,0.0,11.0
0.0,72,7,0,4,1.0,61.0
1.0,46,6,4,4,0.0,36.0
0.0,48,1,5,9,1.0,22.0
0.0,40,2,4,4,1.0,20.0
0.0,55,7,4,6,1.0,45.0
1.0,57,1,9,4,0.0,32.0
0.0,86,1,9,4,1.0,55.0
0.0,45,8,0,9,1.0,38.0
1.0,41,4,7,8,0.0,23.0
0.0,43,2,0,9,1.0,22.0
1.0,84,1,8,8,0.0,60.0
0.0,62,9,3,4,1.0,58.0
1.0,93,7,6,4,0.0,84.0
0.0,82,2,3,5,1.0,61.0
1.0,90,7,1,6,0.0,80.0
1.0,47,2,1,8,0.0,27.0
0.0,78,8,7,4,1.0,72.0
0.0,64,8,7,6,1.0,61.0
1.0,55,1,0,4,0.0,25.0
0.0,56,2,8,5,1.0,33.0
0.0,57,6,8,8,1.0,46.0
0.0,99,1,1,6,1.0,73.0
1.0,66,5,7,9,0.0,54.0
0.0,54,7,7,6,1.0,44.0
1.0,56,2,3,5,0.0,31.0
0.0,82,7,4,4,1.0,73.0
0.0,44,6,9,9,1.0,34.0
1.0,55,3,6,9,0.0,36.0
0.0,54,2,0,8,1.0,27.0
0.0,81,4,8,7,1.0,66.0
1.0,85,3,2,5,0.0,66.0
1.0,73,7,3,9,0.0,64.0
0.0,58,2,4,8,1.0,34.0
1.0,86,8,0,6,0.0,79.0
1.0,49,6,1,5,0.0,35.0
0.0,44,6,4,8,1.0,33.0
0.0,87,4,0,8,1.0,69.0
1.0,92,1,9,6,0.0,66.0
0.0,65,4,2,5,1.0,45.0
0.0,61,2,0,9,1.0,37.0
1.0,83,5,9,8,0.0,71.0
0.0,62,9,7,6,1.0,59.0
1.0,52,3,7,4,0.0,32.0
0.0,48,8,7,7,1.0,40.0
1.0,88,3,6,5,0.0,73.0
1.0,67,4,1,7,0.0,52.0
0.0,83,8,8,7,1.0,79.0
0.0,96,6,6,6,1.0,85.0
0.0,76,8,4,9,1.0,72.0
0.0,63,1,3,9,1.0,39.0
1.0,83,6,7,6,0.0,72.0
0.0,72,1,4,6,1.0,51.0
0.0,59,1,5,8,1.0,36.0
1.0,99,8,3,4,0.0,89.0
1.0,87,7,1,9,0.0,82.0
1.0,69,3,6,8,0.0,51.0
0.0,48,9,6,7,1.0,44.0
1.0,84,7,6,7,0.0,72.0
0.0,88,3,0,6,1.0,66.0
0.0,56,6,9,5,1.0,41.0
1.0,75,4,9,8,0.0,59.0
1.0,53,3,2,5,0.0,31.0
1.0,58,9,2,4,0.0,54.0
1.0,46,2,5,4,0.0,23.0
0.0,42,2,8,7,1.0,21.0
1.0,72,7,4,9,0.0,69.0
0.0,83,1,5,4,1.0,56.0
1.0,71,6,5,5,0.0,60.0
0.0,86,7,7,5,1.0,79.0
0.0,50,9,9,9,1.0,47.0
0.0,81,8,2,6,1.0,72.0
1.0,41,6,8,7,0.0,31.0
1.0,65,3,6,6,0.0,45.0
1.0,43,8,5,8,0.0,40.0
0.0,56,7,0,4,1.0,46.0
0.0,56,3,3,9,1.0,38.0
1.0,67,9,4,9,0.0,64.0
1.0,69,2,1,9,0.0,46.0
0.0,79,3,0,6,1.0,58.0
0.0,62,2,1,6,1.0,37.0
1.0,85,1,7,8,0.0,62.0
1.0,68,5,5,5,0.0,53.0
0.0,43,6,9,8,1.0,30.0
0.0,77,5,1,9,1.0,59.0
1.0,68,1,8,5,0.0,40.0
1.0,58,3,7,8,0.0,37.0
1.0,66,1,3,5,0.0,41.0
1.0,68,5,9,8,0.0,56.0
1.0,95,5,6,5,0.0,81.0
0.0,75,6,2,9,1.0,66.0
1.0,74,8,5,6,0.0,71.0
0.0,91,1,2,6,1.0,64.0
0.0,45,4,9,9,1.0,31.0
0.0,98,1,2,5,1.0,72.0
0.0,62,9,8,9,1.0,57.0
0.0,85,7,7,6,1.0,76.0
0.0,83,5,3,4,1.0,68.0
1.0,91,2,7,4,0.0,68.0
1.0,47,4,6,4,0.0,25.0
1.0,94,7,4,7,0.0,86.0
0.0,79,2,0,9,1.0,58.0
0.0,96,1,6,7,1.0,72.0
0.0,60,5,8,7,1.0,45.0
0.0,70,6,4,7,1.0,59.0
0.0,91,6,4,8,1.0,78.0
1.0,87,9,6,7,0.0,84.0
1.0,75,4,4,9,0.0,56.0
1.0,91,6,3,5,0.0,78.0
1.0,77,5,0,8,0.0,62.0
1.0,66,6,5,5,0.0,54.0
1.0,75,3,8,7,0.0,57.0
1.0,87,2,3,7,0.0,61.0
0.0,62,6,9,5,1.0,49.0
1.0,94,1,3,6,0.0,71.0
1.0,60,7,4,9,0.0,55.0
0.0,52,7,5,8,1.0,44.0
0.0,76,7,2,9,1.0,68.0
0.0,86,1,8,9,1.0,60.0
0.0,65,4,0,4,1.0,45.0
0.0,79,7,5,7,1.0,72.0
0.0,46,9,5,8,1.0,41.0
0.0,85,5,7,9,1.0,73.0
0.0,78,2,4,8,1.0,57.0
1.0,61,7,8,9,0.0,55.0
0.0,78,1,8,7,1.0,53.0
0.0,62,7,1,9,1.0,53.0
1.0,97,6,4,5,0.0,87.0
0.0,69,7,6,7,1.0,61.0
0.0,57,3,1,8,1.0,38.0
0.0,81,3,6,6,1.0,60.0
0.0,57,7,8,9,1.0,49.0
1.0,85,2,7,5,0.0,64.0
1.0,49,1,9,7,0.0,23.0
0.0,78,9,8,4,1.0,72.0
1.0,69,9,3,7,0.0,71.0
1.0,65,7,7,8,0.0,59.0
1.0,46,7,8,8,0.0,38.0
1.0,46,3,9,4,0.0,24.0
1.0,44,2,1,5,0.0,18.0
1.0,40,7,9,8,0.0,33.0
0.0,85,9,2,5,1.0,81.0
0.0,57,1,0,5,1.0,30.0
1.0,52,4,0,7,0.0,32.0
1.0,64,6,9,5,0.0,50.0
1.0,79,7,5,9,0.0,73.0
0.0,47,7,0,8,1.0,38.0
0.0,49,2,4,8,1.0,28.0
0.0,71,4,5,6,1.0,57.0
0.0,56,5,8,5,1.0,41.0
0.0,77,1,5,6,1.0,52.0
0.0,54,1,3,7,1.0,26.0
1.0,54,3,0,6,0.0,28.0
0.0,96,3,5,5,1.0,74.0
0.0,87,8,6,8,1.0,81.0
0.0,79,9,4,7,1.0,81.0
0.0,59,2,9,7,1.0,38.0
1.0,54,2,7,4,0.0,29.0
1.0,74,4,0,5,0.0,57.0
0.0,45,2,7,4,1.0,21.0
0.0,69,7,1,6,1.0,57.0
0.0,96,9,1,5,1.0,94.0
1.0,47,7,7,4,0.0,39.0
0.0,70,6,1,9,1.0,59.0
1.0,87,1,7,8,0.0,64.0
1.0,86,9,4,6,0.0,83.0
0.0,71,5,8,5,1.0,53.0
0.0,84,5,8,5,1.0,70.0
0.0,97,6,7,8,1.0,92.0
1.0,91,9,8,8,0.0,92.0
1.0,57,8,7,4,0.0,51.0
0.0,52,8,5,4,1.0,45.0
1.0,63,1,8,7,0.0,34.0
0.0,79,1,1,6,1.0,50.0
0.0,53,8,2,5,1.0,45.0
1.0,67,5,1,6,0.0,54.0
1.0,50,9,5,8,0.0,52.0
0.0,45,2,2,9,1.0,20.0
1.0,95,9,0,6,0.0,93.0
1.0,64,8,3,6,0.0,53.0
1.0,40,9,4,4,0.0,35.0
1.0,64,4,3,8,0.0,48.0
0.0,41,1,5,6,1.0,18.0
1.0,71,1,2,5,0.0,43.0
0.0,52,5,9,4,1.0,36.0
0.0,72,2,5,6,1.0,51.0
1.0,95,5,0,9,0.0,81.0
0.0,63,5,5,5,1.0,45.0
0.0,66,2,7,9,1.0,46.0
0.0,43,7,9,8,1.0,32.0
0.0,63,8,7,8,1.0,60.0
0.0,62,1,0,8,1.0,33.0
1.0,68,2,6,9,0.0,45.0
0.0,73,4,9,7,1.0,54.0
1.0,60,5,9,5,0.0,46.0
0.0,65,1,5,7,1.0,38.0
1.0,59,9,5,4,0.0,53.0
1.0,55,1,4,7,0.0,30.0
0.0,42,4,9,4,1.0,24.0
0.0,88,2,8,9,1.0,69.0
0.0,76,4,9,7,1.0,57.0
0.0,97,8,7,9,1.0,94.0
0.0,79,8,5,8,1.0,77.0
1.0,83,9,3,7,0.0,79.0
0.0,64,5,3,7,1.0,50.0
0.0,62,7,8,8,1.0,52.0
1.0,83,3,3,4,0.0,64.0
1.0,98,4,6,8,0.0,86.0
0.0,40,9,5,5,1.0,33.0
1.0,72,1,1,7,0.0,47.0
1.0,54,2,4,5,0.0,31.0
1.0,56,5,2,8,0.0,42.0
0.0,73,3,8,9,1.0,54.0
0.0,56,2,9,8,1.0,33.0
0.0,91,1,0,6,1.0,61.0
1.0,97,3,9,5,0.0,78.0
0.0,80,1,3,6,1.0,55.0
0.0,83,1,3,5,1.0,59.0
1.0,43,1,8,9,0.0,20.0
0.0,52,8,0,6,1.0,43.0
1.0,43,3,1,6,0.0,19.0
1.0,46,1,0,5,0.0,17.0
1.0,85,7,0,8,0.0,73.0
1.0,98,3,0,4,0.0,72.0
0.0,48,8,2,8,1.0,39.0
0.0,62,4,3,4,1.0,44.0
0.0,72,4,9,5,1.0,52.0
1.0,72,5,1,7,0.0,58.0
0.0,59,6,0,8,1.0,45.0
0.0,43,7,4,6,1.0,36.0
1.0,40,4,5,8,0.0,22.0
1.0,93,8,1,5,0.0,86.0
0.0,81,6,2,7,1.0,68.0
1.0,73,1,9,7,0.0,47.0
1.0,60,9,1,8,0.0,58.0
1.0,63,6,3,9,0.0,53.0
0.0,54,8,4,8,1.0,46.0
1.0,74,7,7,5,0.0,66.0
1.0,64,6,5,4,0.0,49.0
1.0,94,4,8,9,0.0,77.0
0.0,48,7,2,4,1.0,36.0
0.0,56,9,9,6,1.0,55.0
0.0,60,7,8,5,1.0,49.0
1.0,52,9,7,7,0.0,45.0
1.0,42,4,9,9,0.0,28.0
1.0,43,3,6,6,0.0,25.0
0.0,82,4,8,9,1.0,67.0
1.0,67,2,9,7,0.0,44.0
0.0,46,1,1,8,1.0,18.0
0.0,65,1,4,7,1.0,37.0
0.0,50,8,2,9,1.0,43.0
1.0,63,2,6,7,0.0,43.0
0.0,82,5,2,5,1.0,66.0
0.0,49,4,4,8,1.0,34.0
0.0,76,8,4,8,1.0,77.0
0.0,52,2,1,6,1.0,31.0
0.0,83,9,0,8,1.0,80.0
1.0,81,7,5,4,0.0,71.0
0.0,78,7,0,5,1.0,69.0
0.0,58,1,8,6,1.0,34.0
1.0,90,2,9,4,0.0,69.0
0.0,58,4,4,7,1.0,44.0
1.0,51,4,0,4,0.0,30.0
1.0,91,3,7,6,0.0,73.0
1.0,61,7,0,8,0.0,52.0
1.0,86,8,3,5,0.0,81.0
0.0,76,2,6,6,1.0,52.0
0.0,95,4,3,4,1.0,77.0
0.0,85,2,6,6,1.0,62.0
1.0,51,6,3,9,0.0,44.0
0.0,68,4,4,9,1.0,51.0
0.0,60,6,6,6,1.0,48.0
1.0,50,2,0,9,0.0,30.0
0.0,99,4,2,6,1.0,82.0
1.0,76,6,0,8,0.0,61.0
0.0,87,5,2,6,1.0,72.0
0.0,57,8,4,5,1.0,53.0
1.0,83,7,9,5,0.0,78.0
1.0,98,3,4,7,0.0,79.0
1.0,66,6,9,4,0.0,56.0
0.0,76,4,8,4,1.0,58.0
1.0,87,5,7,4,0.0,72.0
1.0,51,5,2,4,0.0,37.0
1.0,62,7,0,8,0.0,56.0
0.0,73,5,4,7,1.0,59.0
0.0,77,3,2,5,1.0,54.0
0.0,92,7,8,5,1.0,84.0
1.0,64,5,0,4,0.0,50.0
0.0,43,5,0,8,1.0,27.0
1.0,69,9,8,6,0.0,67.0
0.0,69,3,2,6,1.0,48.0
1.0,52,6,9,9,0.0,42.0
1.0,81,1,4,4,0.0,55.0
0.0,88,5,8,4,1.0,73.0
1.0,53,8,4,7,0.0,46.0
1.0,95,5,2,8,0.0,81.0
1.0,86,9,8,8,0.0,82.0
1.0,47,6,6,7,0.0,35.0
1.0,57,3,4,6,0.0,35.0
0.0,74,7,1,8,1.0,65.0
1.0,64,7,8,4,0.0,53.0
1.0,56,6,2,6,0.0,45.0
0.0,71,7,1,4,1.0,61.0
1.0,95,2,9,4,0.0,74.0
0.0,63,9,9,7,1.0,60.0
1.0,46,1,4,9,0.0,23.0
0.0,52,1,7,8,1.0,25.0
0.0,66,3,2,8,1.0,45.0
1.0,75,7,1,6,0.0,65.0
0.0,65,4,7,5,1.0,45.0
1.0,81,2,9,4,0.0,58.0
0.0,84,5,6,9,1.0,76.0
0.0,70,6,2,9,1.0,57.0
0.0,49,9,0,5,1.0,46.0
1.0,85,4,5,5,0.0,68.0
0.0,65,2,1,5,1.0,40.0
1.0,61,5,2,6,0.0,45.0
0.0,51,3,4,5,1.0,31.0
0.0,71,2,7,6,1.0,50.0
1.0,66,1,1,7,0.0,43.0
0.0,72,2,5,7,1.0,50.0
1.0,92,6,0,9,0.0,80.0
1.0,91,8,6,7,0.0,90.0
1.0,59,3,3,6,0.0,38.0
1.0,78,9,0,6,0.0,73.0
1.0,80,9,8,4,0.0,78.0
0.0,79,2,8,5,1.0,54.0
1.0,98,8,2,8,0.0,92.0
0.0,52,5,5,8,1.0,39.0
1.0,53,4,6,5,0.0,41.0
1.0,83,5,3,8,0.0,71.0
0.0,79,4,5,8,1.0,65.0
0.0,92,8,8,8,1.0,87.0
